"""10.1""",5.2
"""10.2""",5.7
"""10.3""",5.3
"""13.2""",3.8
"""13.3""",5.1
"""14.1""",3.1
"""14.2""",3.0
"""14.3""",2.9
"""15.1""",5.7
"""15.2""",6.1
"""15.3""",5.8
"""16.1""",4.3
"""16.2""",4.7
"""16.3""",4.8
"""17.1""",4.3
"""17.2""",4.8
"""17.3""",4.8
"""18.1""",5.545454545454546
"""18.2""",6.071428571428571
"""18.3""",5.916666666666667
"""19.1""",5.166666666666667
"""19.2""",5.6
"""19.3""",5.5
"""20.1""",5.461538461538462
"""20.2""",6.0
"""20.3""",5.916666666666667
"""21.1""",2.3636363636363638
"""21.2""",3.769230769230769
"""21.3""",3.7142857142857144
"""23.1""",5.0
"""23.2""",5.166666666666667
"""23.3""",4.7272727272727275
"""24.1""",4.384615384615385
"""24.2""",3.3846153846153846
"""24.3""",3.727272727272727
"""25.1""",4.461538461538462
"""25.2""",4.7272727272727275
"""25.3""",4.666666666666667
"""26.1""",4.166666666666667
"""26.2""",4.333333333333333
"""26.3""",5.666666666666667
"""27.1""",5.3076923076923075
"""27.2""",5.083333333333333
"""27.3""",5.181818181818182
"""29.2""",5.333333333333333
"""29.3""",5.333333333333333
"""30.1""",4.0
"""30.2""",4.2727272727272725
"""30.3""",4.416666666666667
"""31.1""",5.75
"""31.2""",5.5
"""31.3""",5.538461538461538
"""32.1""",4.846153846153846
"""32.2""",4.384615384615385
"""32.3""",5.3076923076923075
